978,1848
976,1848
969,1848
961,1848
934,1844
919,1833
908,1831
904,1831
878,1829
860,1825
850,1820
831,1814
816,1805
805,1802
787,1798
775,1792
760,1786
750,1775
737,1769
724,1762
708,1755
696,1749
681,1742
666,1733
651,1728
633,1724
617,1716
602,1710
589,1700
575,1693
556,1684
541,1675
523,1669
508,1661
494,1655
476,1651
462,1644
446,1638
434,1631
421,1627
404,1623
389,1616
373,1611
361,1604
346,1599
330,1593
316,1586
301,1582
290,1574
276,1568
262,1564
248,1556
236,1551
228,1542
218,1536
208,1531
199,1523
189,1518
182,1510
171,1506
161,1503
147,1499
136,1495
125,1491
115,1487
103,1485
89,1485
76,1480
65,1477
54,1472
43,1470
30,1467
20,1462
8,1460
