2340,728
2339,728
2338,728
2337,728
2336,728
2331,728
2325,728
2319,727
2312,727
2305,727
2296,726
2288,726
2280,726
2271,725
2266,724
2259,724
2252,723
2246,722
2239,722
2230,722
2219,720
2218,719
2213,719
2211,719
2206,719
2202,720
2195,720
2189,720
2184,720
2178,721
2173,721
2167,721
2162,722
2155,723
2149,724
2143,725
2136,725
2130,725
2122,724
2115,725
2107,727
2096,729
2087,730
2078,730
2069,731
2062,731
2055,731
2048,730
2042,730
2037,729
2031,729
2024,729
2018,728
2011,728
2003,727
1995,727
1989,727
1981,726
1974,725
1967,724
1961,724
1954,724
1947,723
1939,722
1933,722
1926,721
1919,720
1911,719
1904,718
1897,717
1890,716
1883,715
1876,713
1869,712
1865,711
1859,710
1853,709
1847,708
1840,707
1835,706
1828,704
1821,703
1814,702
1807,701
1801,701
1791,699
1784,699
1775,698
1766,699
1758,699
1750,700
1742,700
1736,700
1728,701
1721,700
1714,700
1707,700
1700,700
1692,700
1685,700
1677,699
1670,699
1663,699
1656,698
1649,698
1642,697
1635,697
1628,696
1621,695
1615,695
1611,694
1604,693
1597,693
1592,692
1586,692
1579,691
1572,690
1566,689
1559,688
1552,688
1546,688
1537,686
1530,686
1523,685
1516,685
1511,684
1504,683
1497,683
1491,682
1485,682
1480,681
1474,680
1469,680
1464,679
1459,679
1456,679
1453,678
1449,678
1445,677
1440,677
1435,676
1431,676
1428,676
1423,675
1419,675
1414,675
1409,674
1405,674
1401,673
1396,673
1390,672
1385,672
1379,671
1374,671
1370,671
1364,670
1359,670
1354,670
1349,669
1345,669
1341,668
1337,668
1333,668
1329,668
1324,667
1321,667
1317,667
1314,666
1310,665
1306,665
1301,665
1297,664
1295,664
1292,664
1289,664
1286,663
1283,663
1279,663
1275,662
1271,662
1268,662
1265,662
1262,661
1258,661
1252,660
1248,660
1245,660
1242,660
1240,660
1238,659
1236,659
1234,659
1230,659
1226,659
1223,659
1221,659
1219,659
1217,658
1215,658
1213,658
1210,658
1206,657
1202,657
1199,657
1197,657
1195,657
1193,656
1190,657
1186,657
1183,657
1179,656
1178,656
1177,655
1174,655
1172,655
1169,655
1167,655
1165,655
1164,655
1164,654
1163,654
1161,654
1159,654
1156,654
1153,653
1149,653
1145,653
1142,653
1141,653
1139,653
1135,654
