2040,1220
2038,1219
2034,1218
2025,1216
2015,1215
2005,1212
1995,1210
1982,1205
1969,1201
1957,1198
1945,1197
1930,1193
1920,1192
1910,1191
1895,1188
1889,1186
1880,1184
1868,1183
1850,1179
1839,1179
1832,1178
1822,1178
1813,1180
1804,1184
1788,1193
1290,1096
1279,1095
1268,1091
1257,1091
1248,1088
1237,1086
1225,1085
1215,1083
1204,1082
1192,1079
1179,1076
1167,1075
1156,1072
1146,1072
1136,1071
1123,1067
1110,1066
1096,1065
1085,1063
1073,1063
1059,1061
1047,1061
1035,1061
1023,1060
1012,1059
1001,1056
989,1054
976,1055
965,1052
954,1051
944,1049
933,1045
921,1045
910,1042
901,1041
893,1039
881,1035
870,1034
860,1032
850,1029
842,1028
832,1024
822,1023
811,1022
801,1019
791,1019
781,1017
770,1016
759,1016
748,1013
738,1012
729,1011
720,1008
709,1007
700,1005
690,1004
683,1003
673,1000
663,1000
653,999
643,998
636,997
626,995
616,994
607,993
598,992
590,991
583,989
574,987
565,986
557,985
549,984
545,982
538,980
532,979
525,979
519,978
514,977
511,976
507,975
503,974
497,974
490,973
485,973
481,972
478,971
474,970
469,969
464,969
457,968
452,967
450,966
447,965
443,964
438,964
432,964
428,964
425,964
423,963
424,961
423,960
421,959
416,959
411,959
407,958
404,958
402,957
400,956
398,955
395,954
390,953
385,953
380,952
376,952
373,951
370,949
368,948
363,948
358,948
353,947
349,947
348,946
348,946
347,945
345,945
342,944
336,944
332,945
328,945
325,946
324,946
323,945
322,945
319,944
317,944
314,944
310,944
306,944
302,944
300,944
296,944
289,944
283,943
281,943
282,943
280,943
280,943
281,943
277,943
275,943
274,942
273,941
273,940
275,940
274,939
272,939
268,939
262,939
257,939
256,939
253,938
253,937
248,938
245,938
242,939
239,939
240,938
241,938
